heart_rate,oxygen_level,steps,sleep_hours,activity_level,stress_level
83,98.13,1603,7.7,Sedentary,8
62,96.32,12031,9.4,Sedentary,7
94,97.76,2159,5.9,Sedentary,5
64,97.79,7565,4.9,Highly Active,5
42,97.98,1955,3.1,Active,9
73,100.0,852,6.3,Sedentary,7
66,96.89,7635,6.7,Highly Active,9
77,98.44,6325,9.2,Sedentary,7
69,95.38,3593,9.3,Highly Active,5
81,97.36,4514,7.7,Highly Active,6
77,95.48,3118,6.6,Highly Active,5
74,99.44,6177,6.3,Sedentary,2
54,100.0,19619,5.2,Active,10
80,100.0,5012,6.3,Sedentary,9
85,99.34,1517,7.8,Sedentary,2
80,96.4,20461,8.1,Active,6
71,95.56,184,6.3,Highly Active,5
83,94.23,7207,6.4,Sedentary,5
78,100.0,2130,3.7,Highly Active,2
85,99.74,9918,6.9,Active,2
53,93.24,3919,6.4,Highly Active,1
72,99.26,10300,5.8,Active,3
60,98.4,15967,5.1,Highly Active,3
68,98.66,1411,5.2,Highly Active,2
76,97.16,2460,5.5,Sedentary,8
89,98.33,30,4.5,Sedentary,7
84,95.91,13593,6.9,Active,4
78,98.15,20579,7.3,Active,6
93,95.45,2294,6.3,Sedentary,4
78,99.69,3922,6.2,Highly Active,6
69,99.45,3690,8.2,Active,7
58,94.98,3493,6.6,Highly Active,9
83,98.18,4522,6.9,Sedentary,10
51,99.45,1169,7.7,Sedentary,1
61,99.53,416,6.5,Sedentary,8
77,100.0,8999,8.6,Sedentary,9
62,96.07,13121,5.5,Sedentary,5
75,97.39,11632,9.1,Highly Active,6
77,98.87,6896,6.2,Sedentary,3
66,98.34,24274,5.5,Highly Active,3
75,99.71,11,4.1,Highly Active,8
75,94.3,2695,7.8,Highly Active,4
57,97.34,2598,6.0,Sedentary,2
83,97.36,3012,6.7,Active,8
44,99.57,11266,6.9,Highly Active,2
103,100.0,3032,5.8,Sedentary,3
83,98.65,5242,8.1,Active,8
90,100.0,6662,7.2,Highly Active,10
84,97.87,13068,5.2,Highly Active,10
74,96.77,6697,4.5,Sedentary,4
74,97.66,8306,6.1,Sedentary,7
87,96.51,5073,7.5,Highly Active,2
62,100.0,5261,6.1,Active,10
47,99.11,11,7.7,Active,7
62,98.01,2524,9.0,Highly Active,1
100,100.0,740,7.1,Active,7
54,98.84,1550,3.4,Highly Active,2
98,99.9,2298,8.0,Sedentary,6
97,99.03,5579,8.6,Highly Active,9
100,97.35,5747,5.5,Highly Active,4
75,98.62,339,6.3,Highly Active,8
82,96.98,10332,10.0,Active,9
77,100.0,9174,7.3,Highly Active,3
81,98.76,1429,7.7,Highly Active,1
100,97.75,5649,4.4,Sedentary,8
79,100.0,11401,6.9,Sedentary,10
60,96.25,929,6.8,Sedentary,9
83,100.0,10910,8.3,Highly Active,5
62,98.52,2308,8.4,Highly Active,10
62,96.18,20379,5.8,Active,1
67,98.99,6143,7.2,Highly Active,4
68,99.64,4060,6.4,Active,4
68,96.95,570,4.9,Active,7
78,100.0,21038,5.5,Highly Active,1
91,96.85,1683,6.4,Active,2
85,99.89,2181,6.9,Sedentary,4
68,97.3,3315,5.7,Sedentary,2
95,95.67,4832,6.5,Active,8
89,95.76,6959,6.9,Highly Active,10
89,97.93,5061,5.0,Sedentary,10
67,100.0,2527,5.5,Sedentary,1
61,100.0,8258,8.5,Highly Active,7
69,100.0,5052,6.1,Highly Active,7
89,97.56,12858,7.2,Highly Active,9
57,97.86,13537,4.7,Highly Active,10
55,98.57,27422,8.3,Highly Active,3
56,96.89,3636,6.9,Sedentary,9
63,96.83,4873,5.6,Active,3
76,96.25,1864,4.3,Highly Active,7
57,97.34,17860,9.9,Sedentary,4
84,95.17,646,5.9,Sedentary,10
75,98.21,3917,4.3,Sedentary,3
44,94.84,1434,5.6,Sedentary,8
74,96.82,8023,7.1,Active,4
77,94.64,8545,4.6,Highly Active,6
103,100.0,14418,5.6,Highly Active,10
78,100.0,3681,4.3,Sedentary,5
48,96.93,10445,8.7,Sedentary,1
77,99.32,11709,4.3,Highly Active,7
114,95.59,4358,5.5,Sedentary,4
66,94.54,1142,6.5,Sedentary,1
65,95.51,10936,5.1,Sedentary,1
102,100.0,57,5.5,Highly Active,2
85,96.99,18567,4.3,Active,4
69,98.92,4640,5.1,Highly Active,5
89,100.0,29488,5.3,Active,8
101,95.41,4223,4.7,Sedentary,6
63,98.48,6255,4.3,Sedentary,6
59,94.47,9543,5.6,Active,2
75,97.58,2307,7.8,Active,5
79,99.56,998,6.3,Highly Active,7
95,100.0,7575,1.7,Active,8
67,99.29,5003,8.0,Sedentary,1
81,93.5,12273,5.5,Highly Active,2
98,95.78,323,8.7,Highly Active,7
78,97.51,5509,7.7,Active,4
69,98.52,1438,6.0,Highly Active,3
83,98.37,6724,6.2,Highly Active,3
70,96.6,10003,4.8,Active,9
80,100.0,2136,7.5,Sedentary,3
72,95.74,3816,5.4,Active,6
68,96.83,9842,5.6,Sedentary,10
66,100.0,6412,9.5,Active,5
77,99.86,26330,4.2,Sedentary,3
94,98.64,17040,4.5,Highly Active,4
41,96.02,6051,9.1,Highly Active,6
63,96.69,141,4.9,Sedentary,6
71,97.77,1575,7.0,Highly Active,9
59,96.16,10223,5.3,Active,3
50,99.1,786,3.6,Highly Active,2
85,96.47,306,6.0,Sedentary,8
66,96.67,6695,6.5,Highly Active,6
83,98.89,244,4.1,Sedentary,4
57,100.0,1416,4.6,Sedentary,3
50,95.9,584,5.0,Sedentary,2
78,96.63,5349,6.2,Sedentary,6
84,98.12,7909,6.7,Highly Active,2
93,100.0,143,5.8,Active,5
74,95.89,2152,3.9,Highly Active,1
60,98.65,1386,6.8,Sedentary,3
52,99.5,1270,7.4,Sedentary,2
64,95.8,1784,7.0,Highly Active,3
69,98.56,11456,4.5,Sedentary,5
86,99.3,20935,7.4,Highly Active,3
74,93.92,8570,6.3,Sedentary,6
72,97.64,525,8.0,Sedentary,8
61,98.81,6925,7.2,Sedentary,3
89,94.51,825,6.1,Sedentary,4
88,98.2,2440,7.9,Sedentary,9
74,99.86,3915,4.8,Active,8
40,99.48,5113,10.6,Sedentary,4
103,96.2,4118,4.7,Active,2
60,99.5,4325,4.1,Highly Active,5
62,97.86,11340,8.3,Sedentary,3
61,99.65,3511,8.5,Highly Active,6
87,97.64,3098,4.7,Highly Active,10
57,100.0,6448,8.4,Sedentary,6
64,96.98,1456,3.7,Active,3
84,96.26,4600,4.1,Sedentary,4
71,97.66,15054,6.4,Active,8
61,99.53,19566,5.6,Active,7
86,100.0,3380,5.8,Highly Active,10
102,98.42,1211,8.5,Active,6
91,94.32,4926,5.7,Active,1
65,97.55,3892,5.4,Active,5
90,97.75,3317,6.9,Active,9
94,100.0,4191,6.3,Active,9
67,95.77,4832,4.4,Sedentary,10
60,97.66,27,6.1,Sedentary,9
73,97.55,2074,5.9,Highly Active,2
52,96.16,1306,7.5,Highly Active,8
55,97.23,12500,5.3,Sedentary,7
81,96.67,9056,7.1,Active,6
41,97.02,25729,6.1,Sedentary,6
105,96.84,563,4.3,Active,9
93,96.08,4375,7.0,Highly Active,9
51,96.44,16074,7.8,Sedentary,2
71,100.0,11348,8.0,Active,2
77,98.39,5775,5.6,Sedentary,1
62,100.0,3246,5.7,Highly Active,7
74,98.54,3779,8.0,Active,2
47,99.23,1252,6.3,Active,8
76,98.34,1217,7.7,Sedentary,6
44,100.0,13813,5.8,Highly Active,4
94,100.0,3661,7.0,Sedentary,7
53,100.0,6782,4.9,Sedentary,8
79,91.82,9767,8.0,Active,5
87,96.79,4037,6.0,Sedentary,4
102,96.91,21521,8.4,Highly Active,6
101,100.0,19484,6.4,Active,9
95,97.2,7979,6.6,Highly Active,7
74,97.35,37385,9.9,Active,1
79,97.36,65,6.8,Active,8
80,97.96,489,4.7,Highly Active,6
65,99.14,20117,5.4,Highly Active,9
101,97.8,6499,7.7,Highly Active,6
62,97.72,18391,6.0,Sedentary,3
58,97.04,952,6.2,Sedentary,8
81,98.47,228,4.9,Active,3
48,94.26,5486,7.1,Highly Active,4
76,94.54,1348,6.7,Active,5
81,99.24,3818,8.4,Highly Active,4
75,94.66,10302,7.2,Highly Active,8
62,99.91,5086,4.7,Highly Active,6
52,98.23,5265,4.2,Sedentary,6
87,95.81,8017,7.6,Highly Active,7
75,99.02,2861,6.7,Active,5
84,96.13,20811,9.1,Highly Active,10
42,98.02,3581,6.5,Active,4
85,96.97,3553,3.9,Active,8
95,99.64,7079,5.4,Highly Active,2
79,100.0,38278,9.1,Active,10
59,100.0,13291,8.3,Highly Active,4
76,99.47,2344,5.7,Highly Active,1
77,98.58,750,6.2,Sedentary,9
68,98.07,3142,4.4,Sedentary,6
107,98.94,3678,7.2,Sedentary,2
48,97.62,6427,6.8,Active,6
42,97.29,5724,4.9,Active,1
112,98.99,663,7.9,Sedentary,5
46,97.36,855,7.9,Sedentary,6
76,97.13,15372,6.9,Active,5
52,98.78,7880,4.8,Active,4
63,97.83,7949,8.1,Sedentary,9
45,97.81,615,5.3,Active,2
93,95.41,3759,7.4,Highly Active,5
81,98.0,1983,5.9,Highly Active,2
68,100.0,7568,5.0,Sedentary,2
66,96.12,1694,8.6,Active,8
91,99.69,8246,8.2,Highly Active,7
76,99.23,3436,8.1,Sedentary,8
106,94.93,4051,7.0,Sedentary,1
81,100.0,2996,9.1,Highly Active,6
56,96.81,2076,8.7,Active,1
68,96.72,13292,6.4,Active,5
90,96.33,8095,10.6,Sedentary,6
92,98.49,3621,6.3,Sedentary,5
81,95.6,2992,8.6,Sedentary,2
93,96.26,5608,7.1,Active,4
84,94.2,1045,6.1,Sedentary,4
68,94.68,15352,7.1,Sedentary,6
52,96.2,5653,6.5,Sedentary,10
71,97.31,3406,3.3,Sedentary,9
57,100.0,5934,8.0,Sedentary,2
90,100.0,1230,5.6,Sedentary,4
91,98.9,572,4.8,Active,1
59,100.0,5560,8.3,Highly Active,1
91,97.86,512,7.1,Highly Active,7
72,99.29,31178,6.8,Active,10
81,96.71,10265,6.0,Active,6
96,94.25,25581,5.2,Active,10
83,97.44,157,7.5,Active,3
72,100.0,5729,6.9,Sedentary,6
88,94.45,1260,9.1,Highly Active,8
60,95.96,1969,3.1,Sedentary,7
46,98.48,9284,8.3,Highly Active,1
92,99.16,2040,5.9,Highly Active,2
88,100.0,3255,7.4,Sedentary,8
77,97.99,608,5.2,Highly Active,7
74,95.51,1109,5.8,Active,4
60,99.94,1108,7.4,Sedentary,2
68,96.27,1794,5.7,Highly Active,9
75,96.07,14319,5.4,Highly Active,3
77,100.0,2449,5.4,Sedentary,8
61,97.35,2240,7.0,Sedentary,3
86,98.51,943,4.7,Sedentary,1
87,99.86,114,7.6,Sedentary,3
82,98.19,1224,9.7,Sedentary,9
68,98.19,8985,6.5,Highly Active,6
87,100.0,24510,7.2,Highly Active,4
84,96.06,9533,6.9,Sedentary,8
45,98.3,13432,5.1,Sedentary,6
78,98.78,10817,7.0,Highly Active,9
103,93.65,2457,6.8,Sedentary,2
89,96.58,9197,9.2,Highly Active,6
92,95.46,9721,6.9,Highly Active,7
64,99.79,2094,8.4,Highly Active,1
76,98.19,17738,7.1,Sedentary,4
67,100.0,2665,7.0,Highly Active,5
56,97.77,3098,7.6,Sedentary,8
75,98.6,6113,6.4,Sedentary,10
63,96.37,55,5.6,Active,10
83,99.76,2581,8.6,Active,5
74,100.0,352,5.8,Sedentary,3
46,94.73,6851,4.8,Highly Active,3
81,96.03,6259,6.6,Active,10
69,98.27,20247,6.4,Active,10
56,99.23,5348,4.0,Sedentary,3
74,96.63,5681,7.1,Active,1
85,97.82,5501,4.9,Active,4
101,97.16,5202,5.9,Sedentary,8
73,95.22,19513,5.5,Active,7
75,95.7,6450,8.6,Highly Active,6
92,94.09,4647,6.0,Active,1
77,95.5,2027,9.6,Highly Active,2
89,96.91,111,7.3,Active,9
50,99.71,2432,5.2,Active,3
91,97.15,3814,8.1,Highly Active,8
80,98.56,6051,7.0,Active,9
77,97.46,5485,5.5,Sedentary,10
95,95.51,3205,6.7,Active,4
54,99.97,9,4.2,Highly Active,10
59,97.55,14907,8.5,Active,1
82,96.12,1841,3.8,Active,8
67,96.26,3102,9.7,Sedentary,6
61,97.36,143,6.2,Active,4
60,96.08,22000,7.2,Sedentary,1
74,100.0,165,5.0,Active,7
53,96.94,2025,6.2,Active,2
54,100.0,14799,6.3,Sedentary,9
67,95.79,3298,5.6,Sedentary,3
88,100.0,8185,8.1,Highly Active,6
68,100.0,6661,4.7,Active,5
52,100.0,4470,6.8,Highly Active,3
73,98.87,12538,3.9,Active,4
75,97.85,288,6.9,Highly Active,8
52,99.85,17047,6.8,Active,1
86,98.21,13951,5.6,Sedentary,4
56,96.06,120,6.2,Sedentary,4
86,96.13,620,6.1,Sedentary,2
51,99.01,1614,9.0,Highly Active,5
52,97.29,6302,5.6,Active,8
75,99.47,679,6.8,Sedentary,1
63,99.91,18771,6.1,Active,3
66,95.28,9665,6.3,Active,7
77,96.56,11537,6.5,Highly Active,6
66,96.43,6137,8.1,Highly Active,9
60,100.0,6978,8.7,Active,10
82,97.72,1749,4.4,Active,9
77,98.7,16859,7.7,Sedentary,5
75,96.42,7327,8.4,Active,7
74,98.11,3786,7.0,Highly Active,3
62,96.86,14940,8.3,Active,4
59,94.4,13957,4.6,Sedentary,10
63,98.46,18117,8.4,Sedentary,9
74,100.0,3162,5.6,Highly Active,6
69,95.42,3839,4.6,Sedentary,9
75,97.79,624,8.2,Active,3
73,98.5,14702,5.9,Active,9
54,97.26,16529,3.7,Active,9
72,96.87,10625,5.7,Highly Active,8
58,99.49,15978,5.5,Active,6
67,99.43,20730,3.8,Sedentary,7
62,99.75,15195,5.6,Sedentary,7
84,99.36,1649,8.3,Highly Active,6
52,94.83,509,7.0,Active,10
86,99.47,6778,4.0,Sedentary,9
82,98.3,1179,7.1,Active,9
105,93.53,13920,7.6,Sedentary,1
102,99.21,20623,6.7,Highly Active,4
63,97.13,905,6.4,Active,2
93,100.0,1883,5.3,Sedentary,10
100,98.97,5027,6.9,Sedentary,7
63,95.86,3224,9.1,Active,5
75,100.0,2557,6.2,Sedentary,10
45,96.37,7676,4.5,Highly Active,9
106,100.0,2386,3.7,Sedentary,4
95,100.0,4314,5.1,Sedentary,1
92,95.75,4188,6.3,Highly Active,1
64,99.34,12945,6.3,Sedentary,3
79,98.88,4020,5.1,Sedentary,2
82,100.0,26848,8.1,Highly Active,9
96,99.49,8262,8.3,Highly Active,9
67,99.05,9959,4.7,Sedentary,10
71,98.0,6967,4.9,Active,5
71,98.05,3202,4.8,Sedentary,7
75,99.8,2083,7.3,Active,3
118,99.18,6489,9.1,Sedentary,5
65,99.17,7524,6.0,Active,9
51,97.86,2085,3.0,Active,8
77,95.25,2871,7.2,Highly Active,5
62,96.74,13867,7.5,Active,2
84,98.48,1422,7.3,Sedentary,7
58,100.0,18959,7.7,Active,9
69,97.85,6923,3.4,Active,9
79,96.26,4807,8.2,Highly Active,5
63,94.41,1570,8.3,Highly Active,9
79,96.05,17750,7.5,Highly Active,7
73,99.66,470,9.5,Highly Active,2
77,99.39,5149,5.5,Sedentary,5
80,96.45,14677,8.2,Active,6
64,98.69,21333,6.9,Sedentary,3
52,98.2,524,4.8,Active,2
59,95.96,10960,3.8,Highly Active,10
93,98.15,5459,4.5,Highly Active,9
48,99.66,10719,8.0,Active,2
84,97.81,5514,3.2,Sedentary,2
64,100.0,816,6.7,Sedentary,2
90,96.85,6250,6.0,Active,7
68,95.22,877,9.0,Sedentary,2
75,98.42,2988,6.8,Highly Active,8
82,100.0,5719,7.4,Active,6
66,97.49,9086,6.2,Highly Active,7
65,99.18,2530,8.1,Active,9
82,93.58,14644,6.5,Active,9
51,100.0,1795,5.1,Active,4
49,98.55,3391,8.2,Sedentary,8
80,97.17,7289,9.0,Active,1
85,99.69,3700,8.8,Active,3
80,98.08,9154,8.4,Highly Active,2
66,99.56,7703,5.0,Sedentary,7
100,94.15,397,4.5,Sedentary,3
76,97.28,14429,6.4,Active,7
59,97.31,4366,4.0,Sedentary,10
56,99.93,1799,4.7,Sedentary,1
67,96.9,2219,6.1,Sedentary,9
82,99.53,21761,8.4,Sedentary,5
97,96.88,25042,6.8,Sedentary,10
78,97.36,5923,7.4,Highly Active,3
82,100.0,5206,8.1,Highly Active,7
89,95.93,347,7.1,Active,6
88,96.96,11398,5.9,Highly Active,9
66,96.69,1309,6.7,Active,8
88,100.0,1077,4.9,Sedentary,8
90,95.36,3862,6.6,Active,6
79,99.74,2989,6.7,Highly Active,5
77,94.76,711,8.5,Sedentary,6
83,95.46,1121,6.0,Highly Active,1
81,100.0,6389,7.5,Sedentary,6
92,97.52,2533,4.3,Active,5
89,99.03,3916,5.8,Active,1
80,96.69,6922,5.4,Sedentary,6
77,98.13,10736,7.8,Active,2
69,100.0,20485,7.2,Active,4
73,99.26,916,7.6,Sedentary,9
85,99.12,1489,7.9,Sedentary,6
88,96.76,19520,5.2,Active,9
91,97.57,7035,6.7,Active,3
65,96.95,2434,5.3,Highly Active,5
78,96.27,11689,7.2,Active,3
66,99.97,6507,8.2,Sedentary,6
73,98.68,3367,7.9,Active,5
105,99.75,5476,6.7,Sedentary,10
82,100.0,8307,6.6,Active,2
78,94.28,1681,6.5,Highly Active,8
96,98.53,2924,9.7,Active,2
40,97.53,2019,5.6,Highly Active,10
62,97.71,407,5.3,Sedentary,6
52,98.27,3078,5.9,Sedentary,3
71,100.0,5406,6.5,Active,2
85,99.44,2792,4.7,Sedentary,2
86,98.54,1299,7.6,Sedentary,9
76,97.34,3175,8.1,Highly Active,7
92,96.26,4685,6.3,Highly Active,9
67,98.41,1581,6.0,Highly Active,2
46,96.13,2398,6.2,Sedentary,2
51,98.24,20617,5.5,Highly Active,3
67,100.0,5141,8.4,Sedentary,10
66,95.26,2197,7.3,Highly Active,5
92,94.34,6634,9.0,Active,1
52,94.59,10085,10.1,Highly Active,1
62,97.34,6860,5.8,Sedentary,6
56,100.0,13926,2.9,Sedentary,6
72,99.61,1062,7.6,Sedentary,10
97,99.14,3067,7.1,Sedentary,5
65,96.87,1838,6.2,Active,9
66,96.65,5685,8.5,Highly Active,4
92,100.0,4034,4.2,Sedentary,2
68,96.76,7653,8.8,Highly Active,3
81,95.06,7718,9.1,Sedentary,8
67,97.86,1349,4.7,Active,3
116,95.35,4705,8.4,Sedentary,10
58,99.99,2239,4.6,Highly Active,6
40,99.49,10526,6.1,Active,10
75,92.0,2030,6.6,Sedentary,9
105,100.0,3463,8.0,Active,7
66,98.22,341,6.1,Sedentary,5
97,97.19,8141,8.2,Highly Active,3
62,100.0,16235,7.2,Active,10
77,98.44,15516,7.8,Highly Active,1
80,98.75,8549,5.9,Sedentary,9
85,98.1,2722,4.8,Sedentary,3
87,96.9,3286,5.6,Sedentary,3
91,95.08,3365,5.3,Highly Active,8
63,99.51,972,8.3,Active,2
77,97.3,20600,7.8,Active,9
98,100.0,1099,6.8,Sedentary,8
78,99.51,20492,3.8,Highly Active,10
67,97.12,12971,4.9,Highly Active,8
90,99.01,17580,7.7,Highly Active,7
83,99.48,2355,3.9,Sedentary,8
86,97.17,4443,5.0,Highly Active,3
60,98.61,1777,4.1,Highly Active,5
87,99.52,4384,4.4,Highly Active,3
77,98.81,65,6.4,Highly Active,1
75,97.16,1240,6.1,Active,9
83,96.18,4864,6.5,Active,1
81,99.01,18498,7.6,Sedentary,8
66,96.63,12042,7.9,Active,10
61,97.09,10477,4.4,Sedentary,3
87,94.37,6510,4.5,Highly Active,6
62,96.83,4012,4.4,Active,9
69,97.16,4135,7.7,Sedentary,9
69,96.04,637,7.0,Active,2
80,96.21,469,6.0,Active,4
51,99.07,3677,6.7,Sedentary,5
64,99.1,389,8.6,Active,1
63,99.26,7615,8.5,Active,2
92,97.67,3702,4.3,Sedentary,3
75,97.08,5964,5.9,Active,6
82,97.82,3170,5.0,Active,2
82,96.31,499,6.7,Active,1
74,96.42,158,4.9,Sedentary,4
76,96.93,4307,6.8,Active,8
87,99.41,1588,4.5,Highly Active,9
82,100.0,19520,5.9,Sedentary,6
100,99.55,7160,6.5,Sedentary,7
77,94.29,6165,6.1,Active,9
84,97.57,3653,7.8,Highly Active,7
73,96.71,2798,3.1,Highly Active,10
79,95.95,1388,6.8,Sedentary,5
80,97.64,434,5.3,Active,8
68,96.55,7045,7.4,Active,8
65,96.38,10574,6.5,Active,9
84,99.37,13652,8.1,Sedentary,2
81,98.37,9019,6.2,Active,4
97,100.0,15908,8.4,Highly Active,6
75,95.55,28443,6.7,Active,10
60,95.1,22830,4.6,Sedentary,6
75,97.35,6279,5.3,Sedentary,1
86,97.01,1777,5.6,Sedentary,3
43,99.31,787,6.7,Sedentary,7
74,98.83,35725,7.8,Sedentary,5
84,99.18,2581,7.4,Highly Active,4
78,94.89,242,7.5,Active,7
69,97.48,3472,5.4,Sedentary,9
56,94.21,9651,7.8,Sedentary,4
74,100.0,15502,6.7,Highly Active,2
56,96.33,4545,7.7,Sedentary,4
85,97.94,2437,4.3,Highly Active,3
75,95.04,10548,7.2,Sedentary,3
97,96.37,4905,5.6,Active,10
45,97.38,630,4.6,Sedentary,9
69,97.77,15309,7.5,Highly Active,9
86,98.18,7466,5.9,Highly Active,4
92,99.41,263,7.3,Active,9
86,100.0,64,5.0,Sedentary,3
60,99.33,643,9.5,Highly Active,1
41,96.73,4595,5.8,Sedentary,5
75,97.45,2859,8.0,Sedentary,9
92,97.92,2007,6.4,Highly Active,1
75,98.69,4949,11.2,Active,4
70,99.74,3352,6.6,Active,6
40,99.92,13685,6.6,Highly Active,10
95,97.17,9829,4.9,Active,10
81,96.89,130,8.4,Active,2
56,98.24,1275,5.9,Sedentary,6
80,97.86,4498,6.1,Active,10
78,94.36,7525,6.8,Active,3
82,96.66,11859,6.8,Sedentary,2
82,97.06,353,5.7,Sedentary,3
77,95.49,131,5.8,Active,1
63,100.0,6423,6.3,Sedentary,8
85,96.62,9007,5.4,Highly Active,7
74,98.83,10815,4.2,Active,10
60,99.26,1185,6.8,Highly Active,1
65,96.72,24257,3.1,Active,10
57,96.47,1824,3.1,Sedentary,9
90,98.51,2017,6.6,Sedentary,9
104,94.01,1173,6.2,Sedentary,3
92,99.34,309,6.9,Highly Active,8
80,97.49,11615,7.5,Active,7
74,96.53,40,3.5,Highly Active,10
70,96.9,4362,5.6,Highly Active,8
60,97.54,675,5.8,Sedentary,2
104,97.17,321,7.0,Highly Active,10
59,100.0,19097,6.8,Sedentary,1
62,95.7,12217,5.9,Active,7
72,96.1,3516,6.6,Active,10
73,98.05,4295,6.1,Sedentary,3
84,100.0,14181,5.1,Sedentary,1
64,97.25,11156,6.6,Active,8
45,96.1,8235,3.3,Highly Active,1
71,98.16,5384,6.9,Sedentary,7
71,95.32,5257,9.6,Sedentary,8
69,99.23,5431,7.4,Highly Active,4
55,97.11,14009,8.7,Sedentary,4
96,95.11,1727,7.1,Sedentary,1
96,99.88,1982,7.3,Sedentary,6
95,94.78,1658,6.7,Sedentary,7
81,100.0,8316,3.6,Sedentary,3
68,95.08,1907,6.1,Highly Active,6
67,96.71,7910,5.6,Sedentary,8
61,96.15,6924,5.6,Active,6
113,97.57,2711,4.6,Active,4
61,95.97,14948,5.0,Highly Active,4
77,98.88,5902,4.9,Highly Active,9
72,96.26,18164,8.1,Sedentary,3
78,98.72,1609,7.8,Highly Active,9
90,100.0,3021,5.5,Active,5
60,97.96,3990,6.2,Highly Active,2
77,97.99,1856,9.0,Highly Active,2
65,97.83,12846,8.2,Active,1
63,98.08,610,7.8,Active,5
101,97.89,1913,7.1,Active,8
73,94.4,1484,6.7,Active,9
73,96.68,6910,8.2,Active,6
56,95.82,8817,6.7,Sedentary,3
71,95.18,803,7.6,Highly Active,10
64,95.71,1510,6.1,Highly Active,4
104,96.77,5871,5.0,Active,2
72,96.95,323,5.8,Active,3
65,99.88,5838,5.7,Sedentary,7
76,99.68,4516,5.4,Sedentary,3
97,96.8,1168,5.5,Sedentary,8
82,95.98,6292,8.5,Active,7
72,100.0,1337,9.2,Sedentary,10
74,96.78,6745,3.3,Highly Active,1
86,100.0,14353,8.1,Sedentary,3
89,97.17,3870,7.6,Highly Active,9
94,96.55,5021,6.4,Active,3
64,95.82,10007,5.8,Highly Active,7
73,98.31,5940,8.0,Highly Active,9
85,91.46,5642,7.1,Highly Active,2
71,95.5,4731,8.3,Active,8
82,97.88,11468,7.7,Active,8
69,100.0,4648,8.7,Sedentary,7
64,99.19,16174,7.5,Highly Active,7
91,100.0,11574,4.8,Sedentary,9
79,97.72,8254,4.1,Sedentary,3
86,100.0,16025,7.5,Active,7
71,94.67,5392,7.4,Sedentary,4
87,96.48,12076,5.6,Active,4
59,99.63,1938,6.9,Active,2
61,98.29,530,5.8,Sedentary,9
73,98.56,2513,4.4,Active,9
71,96.76,7047,6.6,Highly Active,4
61,97.06,564,5.7,Highly Active,7
87,100.0,21809,7.1,Sedentary,7
102,100.0,5067,3.9,Sedentary,8
84,99.25,67,7.4,Highly Active,7
95,95.75,10915,4.9,Sedentary,2
80,96.07,14029,5.8,Highly Active,8
68,99.22,4330,4.1,Highly Active,5
94,99.89,942,6.1,Sedentary,3
72,99.95,16564,6.7,Highly Active,4
53,97.05,27806,6.6,Sedentary,9
82,98.84,569,5.6,Active,8
64,95.1,5836,7.7,Active,7
46,97.05,5343,6.9,Active,3
119,96.86,2670,9.0,Highly Active,3
65,93.83,6078,5.9,Active,3
54,97.56,1150,5.4,Active,9
62,95.73,2922,9.7,Sedentary,7
52,94.06,6113,7.4,Sedentary,8
75,97.76,5473,8.3,Highly Active,6
51,97.28,8780,6.5,Active,4
52,98.28,476,7.2,Active,10
78,99.0,6763,5.8,Sedentary,4
80,97.88,718,7.8,Highly Active,8
69,98.64,8577,5.1,Highly Active,6
72,95.1,2606,7.6,Highly Active,1
86,95.44,1409,8.1,Sedentary,6
66,95.78,2323,3.1,Highly Active,6
85,98.02,5531,8.1,Sedentary,6
68,99.66,6073,6.9,Sedentary,7
58,98.82,19312,3.9,Sedentary,2
50,94.73,2792,6.4,Sedentary,6
56,98.63,2187,6.2,Sedentary,10
48,99.56,1447,8.1,Highly Active,7
87,97.37,28154,4.9,Highly Active,7
74,99.82,7862,4.2,Active,2
69,97.69,10826,6.7,Active,8
64,98.2,3593,6.5,Active,1
73,97.26,3748,8.5,Highly Active,2
75,100.0,30342,5.8,Highly Active,4
58,94.97,1568,7.1,Sedentary,4
70,97.03,1520,2.4,Highly Active,2
74,95.68,7626,5.9,Highly Active,6
53,100.0,2586,7.5,Sedentary,7
94,97.28,14585,6.8,Sedentary,5
74,96.55,349,5.0,Active,8
69,99.59,3067,6.2,Highly Active,2
83,97.99,13798,6.5,Highly Active,1
51,94.15,10317,7.3,Highly Active,5
83,97.72,2737,6.5,Highly Active,4
92,99.06,3227,9.1,Active,5
79,97.81,15339,7.8,Highly Active,4
87,95.14,9692,8.0,Sedentary,1
69,96.41,1698,6.6,Highly Active,5
65,100.0,787,7.6,Active,8
90,97.67,13855,8.4,Highly Active,8
82,98.99,8373,6.7,Sedentary,4
90,100.0,6544,8.1,Active,9
65,98.54,10491,4.5,Sedentary,7
58,97.88,17255,8.1,Highly Active,4
94,99.46,10036,5.3,Active,6
90,98.39,1359,6.1,Active,5
74,97.62,8758,6.8,Sedentary,7
108,98.07,1983,7.0,Highly Active,9
92,99.67,10683,8.4,Sedentary,4
72,95.58,2895,5.7,Sedentary,2
75,97.08,1194,9.0,Active,3
75,96.99,2057,9.0,Sedentary,9
67,97.74,3333,5.3,Active,8
66,96.14,2082,10.2,Highly Active,9
78,94.05,1789,9.1,Sedentary,6
62,100.0,3480,6.8,Sedentary,4
69,97.61,511,7.4,Sedentary,5
97,100.0,5784,7.8,Highly Active,7
